event,site,date,white,black,result,eco,total_moves,sacrifices,king_attacks,open_files_to_king,queen_attack_participation,rook_attack_participation,attacking_piece_concentration,center_control,extended_center_control,space_advantage,piece_activity,coordination,outposts,protected_pieces,rook_on_open_file,queen_on_open_file,tactical_captures,hanging_captures,winning_exchanges,discovered_checks,double_checks,material_winning_combinations,tactical_capture_rate,hanging_capture_rate,winning_exchange_rate,double_check_rate,discovered_check_rate,AggressiveScore,PositionalScore,Label
It,Barcelona (Spain),1992.??.??,Gurevich Mikhail (TUR),Tal Mikhail (LAT),1-0,A41,87,0.0,0.40229885057471265,0.12643678160919541,1.0574712643678161,1.2873563218390804,0.40229885057471265,2.896551724137931,10.045977011494253,7.689655172413793,13.114377959205536,9.977011494252874,0.40229885057471265,9.977011494252874,0.26436781609195403,0.0,10,8,3,0,0,2,0.1149,0.092,0.0345,0.0,0.0,41.6,58.4,Positional
It,Barcelona (Spain),1992.??.??,Magem Badals Jordi (ESP),Tal Mikhail (LAT),1/2-1/2,B42,82,0.0,0.32926829268292684,0.6585365853658537,1.2195121951219512,3.0609756097560976,0.3048780487804878,2.5,9.463414634146341,8.731707317073171,11.65671736799786,8.841463414634147,0.0,8.841463414634147,0.2804878048780488,0.012195121951219513,9,8,4,0,0,2,0.1098,0.0976,0.0488,0.0,0.0,44.32,55.68,Positional
It,Barcelona (Spain),1992.??.??,Romanishin Oleg M (UKR),Tal Mikhail (LAT),1-0,E11,49,0.0,0.5918367346938775,0.0,2.204081632653061,1.0,0.5918367346938775,2.979591836734694,10.408163265306122,8.183673469387756,15.162686972891054,12.653061224489797,0.10204081632653061,12.653061224489797,0.3469387755102041,0.10204081632653061,5,6,2,0,0,0,0.102,0.1224,0.0408,0.0,0.0,29.5,70.5,Positional
It,Barcelona (Spain),1992.??.??,Tal Mikhail (LAT),Akopian Vladimir (ARM),1-0,B51,75,0.0,0.5066666666666667,0.29333333333333333,3.973333333333333,1.7333333333333334,0.5066666666666667,3.1466666666666665,9.92,9.0,12.784057054057056,9.773333333333333,0.013333333333333334,9.773333333333333,0.22666666666666666,0.04,10,10,2,0,0,0,0.1333,0.1333,0.0267,0.0,0.0,44.01,55.99,Positional
It,Barcelona (Spain),1992.??.??,Tal Mikhail (LAT),Korchnoi Viktor (SUI),1/2-1/2,E11,27,0.0,0.1111111111111111,0.07407407407407407,0.8888888888888888,0.0,0.1111111111111111,1.9259259259259258,8.222222222222221,4.7407407407407405,14.330065613398947,12.11111111111111,0.07407407407407407,12.11111111111111,0.037037037037037035,0.2962962962962963,4,4,0,0,0,0,0.1481,0.1481,0.0,0.0,0.0,21.06,78.94,Positional
It,Barcelona (Spain),1992.??.??,Tal Mikhail (LAT),Lautier Joel (FRA),1-0,A46,123,0.0,1.2439024390243902,0.5284552845528455,1.9593495934959348,2.772357723577236,0.9105691056910569,2.3008130081300813,8.536585365853659,8.390243902439025,9.602341944415114,6.349593495934959,0.024390243902439025,6.349593495934959,0.3902439024390244,0.024390243902439025,12,14,5,0,0,1,0.0976,0.1138,0.0407,0.0,0.0,57.03,42.97,Aggressive
It,Barcelona (Spain),1992.??.??,Tal Mikhail (LAT),Ochoa De Echaguen F Javier (ES,1/2-1/2,B33,24,0.0,0.20833333333333334,0.0,1.125,0.0,0.20833333333333334,2.625,9.333333333333334,6.5,14.64384920634921,12.541666666666666,0.125,12.541666666666666,0.0,0.0,1,0,0,0,0,0,0.0417,0.0,0.0,0.0,0.0,6.94,93.06,Positional
It,Barcelona (Spain),1992.??.??,Tal Mikhail (LAT),Rivas Pastor Manuel (ESP),1-0,B07,122,0.0,0.9508196721311475,0.5901639344262295,1.9836065573770492,4.467213114754099,0.7622950819672131,2.860655737704918,9.147540983606557,10.024590163934427,10.419456499784369,7.336065573770492,0.0,7.336065573770492,0.4016393442622951,0.12295081967213115,10,13,3,0,0,2,0.082,0.1066,0.0246,0.0,0.0,51.18,48.82,Aggressive
It,Barcelona (Spain),1992.??.??,Tal Mikhail (LAT),Sokolov Ivan (NED),1/2-1/2,C49,25,0.0,0.16,0.0,0.92,0.36,0.16,2.84,9.4,6.2,15.194043956043956,12.92,0.0,12.92,0.2,0.32,4,4,2,0,0,0,0.16,0.16,0.08,0.0,0.0,23.12,76.88,Positional
It (open) \,Cologne (Germany),1992.??.??,Niesel Matthias (GER),Tal Mikhail (LAT),0-1,A20,84,0.0,1.3452380952380953,1.1071428571428572,0.047619047619047616,1.1428571428571428,0.7261904761904762,2.7976190476190474,9.547619047619047,7.309523809523809,9.903466209716209,7.738095238095238,0.0,7.738095238095238,0.32142857142857145,0.011904761904761904,14,9,1,0,0,0,0.1667,0.1071,0.0119,0.0,0.0,48.62,51.38,Positional
It (open) \,Cologne (Germany),1992.??.??,Tal Mikhail (LAT),Auer Martin (GER),1-0,E14,61,0.0,0.8360655737704918,0.45901639344262296,5.491803278688525,0.7704918032786885,0.7704918032786885,2.9508196721311477,10.21311475409836,10.770491803278688,12.662154785105603,9.901639344262295,0.01639344262295082,9.901639344262295,0.06557377049180328,0.2786885245901639,8,7,2,0,0,1,0.1311,0.1148,0.0328,0.0,0.0,40.46,59.54,Positional
It (open) \,Cologne (Germany),1992.??.??,Tal Mikhail (LAT),Ragozin Evgeni (RUS),1/2-1/2,A49,16,0.0,0.0,0.0,0.0,0.0,0.0,1.9375,7.4375,2.0625,15.936904761904762,14.25,0.0,14.25,0.0,0.0,1,0,0,0,0,0,0.0625,0.0,0.0,0.0,0.0,3.47,96.53,Positional
It (open) \,Cologne (Germany),1992.??.??,Tal Mikhail (LAT),Reinemer Frank (GER),1-0,A80,63,0.0,0.5396825396825397,0.09523809523809523,0.5079365079365079,2.5714285714285716,0.47619047619047616,3.015873015873016,9.698412698412698,7.380952380952381,12.461104680152305,10.158730158730158,0.015873015873015872,10.158730158730158,0.06349206349206349,0.0,9,6,3,0,0,1,0.1429,0.0952,0.0476,0.0,0.0,39.64,60.36,Positional
Bundesliga,Germany,1992.??.??,Tal Mikhail (LAT),Gutman Lev (GER),1/2-1/2,A16,43,0.0,0.13953488372093023,0.0,1.372093023255814,0.13953488372093023,0.13953488372093023,2.744186046511628,9.534883720930232,5.534883720930233,14.500127779197545,12.046511627906977,0.09302325581395349,12.046511627906977,0.0,0.0,5,2,1,0,0,0,0.1163,0.0465,0.0233,0.0,0.0,22.43,77.57,Positional
It (open),Sevilla (Spain),1992.??.??,Eslon Jaan (SWE),Tal Mikhail (LAT),0-1,D23,96,0.0,0.6145833333333334,0.2604166666666667,4.875,0.4791666666666667,0.5520833333333334,2.8541666666666665,10.489583333333334,10.71875,12.626901397213892,8.9375,0.0,8.9375,0.21875,0.4791666666666667,13,11,2,0,0,0,0.1354,0.1146,0.0208,0.0,0.0,47.33,52.67,Positional
It (open),Sevilla (Spain),1992.??.??,Gomez Esteban Juan Mario (ESP),Tal Mikhail (LAT),0-1,D43,75,0.0,0.6266666666666667,0.49333333333333335,3.1866666666666665,2.6266666666666665,0.5733333333333334,2.92,9.893333333333333,9.28,11.879767972767969,9.146666666666667,0.0,9.146666666666667,0.28,0.0,10,10,2,0,0,2,0.1333,0.1333,0.0267,0.0,0.0,45.84,54.16,Positional
It (open),Sevilla (Spain),1992.??.??,Gonzalez Raul (ARG),Tal Mikhail (LAT),0-1,B33,52,0.0,0.4423076923076923,0.0,2.769230769230769,0.4807692307692308,0.4423076923076923,3.1153846153846154,10.596153846153847,8.711538461538462,14.780280723549955,11.884615384615385,0.0,11.884615384615385,0.1346153846153846,0.057692307692307696,8,5,2,0,0,0,0.1538,0.0962,0.0385,0.0,0.0,33.16,66.84,Positional
It (open),Sevilla (Spain),1992.??.??,Oll Lembit (EST),Tal Mikhail (LAT),1-0,C10,81,0.0,0.7037037037037037,0.25925925925925924,1.308641975308642,1.1604938271604939,0.6790123456790124,2.54320987654321,9.654320987654321,7.6419753086419755,12.037585699622735,9.08641975308642,0.024691358024691357,9.08641975308642,0.2345679012345679,0.07407407407407407,10,8,1,0,0,1,0.1235,0.0988,0.0123,0.0,0.0,41.6,58.4,Positional
It (open),Sevilla (Spain),1992.??.??,Tal Mikhail (LAT),Illescas Cordoba Miguel (ESP),1/2-1/2,B48,25,0.0,0.2,0.0,1.24,0.0,0.2,2.6,9.6,6.16,15.11218315018315,12.56,0.0,12.56,0.0,0.0,4,3,1,0,0,1,0.16,0.12,0.04,0.0,0.0,21.62,78.38,Positional
It (open),Sevilla (Spain),1992.??.??,Tal Mikhail (LAT),Jimenez Morales Francisco (ESP,1-0,E18,61,0.0,0.2786885245901639,0.01639344262295082,0.3114754098360656,1.1475409836065573,0.2786885245901639,2.639344262295082,8.852459016393443,5.704918032786885,13.668185775972656,11.098360655737705,0.03278688524590164,11.098360655737705,0.3114754098360656,0.0,12,5,2,0,0,1,0.1967,0.082,0.0328,0.0,0.0,40.09,59.91,Positional
Seville Open,Seville op,1992.??.??,"Eslon, Jaan","Tal, Mikhail",0-1,D23,96,0.0,0.6145833333333334,0.2604166666666667,4.875,0.4791666666666667,0.5520833333333334,2.8541666666666665,10.489583333333334,10.71875,12.626901397213892,8.9375,0.0,8.9375,0.21875,0.4791666666666667,13,11,2,0,0,0,0.1354,0.1146,0.0208,0.0,0.0,47.33,52.67,Positional
Barcelona,Barcelona ESP,1992.??.??,"Tal, Mikhail","Lautier, Joel",1-0,A46,123,0.0,1.2439024390243902,0.5284552845528455,1.9593495934959348,2.747967479674797,0.9105691056910569,2.292682926829268,8.544715447154472,8.341463414634147,9.63757229671864,6.32520325203252,0.024390243902439025,6.32520325203252,0.3902439024390244,0.024390243902439025,12,14,5,0,0,1,0.0976,0.1138,0.0407,0.0,0.0,57.05,42.95,Aggressive
Sevilla Open,Seville ESP,1992.??.??,"Tal, Mikhail","Romero, Martin",1-0,A17,67,0.0,0.5223880597014925,0.0,2.4029850746268657,0.6716417910447762,0.5223880597014925,2.746268656716418,10.17910447761194,7.7611940298507465,13.625862694519409,10.925373134328359,0.05970149253731343,10.925373134328359,0.16417910447761194,0.1791044776119403,10,6,2,0,0,0,0.1493,0.0896,0.0299,0.0,0.0,38.43,61.57,Positional
Barcelona,Barcelona ESP,1992.??.??,"Tal, Mikhail","Lautier, Joel",1-0,A46,123,0.0,1.2439024390243902,0.5284552845528455,1.9593495934959348,2.747967479674797,0.9105691056910569,2.292682926829268,8.544715447154472,8.34959349593496,9.629442215417827,6.317073170731708,0.024390243902439025,6.317073170731708,0.3902439024390244,0.024390243902439025,12,14,5,0,0,1,0.0976,0.1138,0.0407,0.0,0.0,57.05,42.95,Aggressive
It (cat.11),Buenos Aires (Argentina),1991.??.??,Tal Mikhail (LAT),Adams Michael (ENG),1/2-1/2,A14,27,0.0,0.07407407407407407,0.0,0.14814814814814814,0.0,0.07407407407407407,2.7037037037037037,8.62962962962963,4.111111111111111,15.78989282322616,13.88888888888889,0.0,13.88888888888889,0.0,0.037037037037037035,3,2,1,0,0,0,0.1111,0.0741,0.037,0.0,0.0,14.92,85.08,Positional
It (cat.11),Buenos Aires (Argentina),1991.??.??,Tal Mikhail (LAT),Boissonet Carlos P (ARG),1-0,A49,87,0.0,0.47126436781609193,0.1839080459770115,3.103448275862069,0.3563218390804598,0.4482758620689655,2.413793103448276,9.218390804597702,7.195402298850575,11.65592791627274,8.701149425287356,0.14942528735632185,8.701149425287356,0.2988505747126437,0.022988505747126436,13,12,2,0,0,1,0.1494,0.1379,0.023,0.0,0.0,50.26,49.74,Aggressive
It (cat.11),Buenos Aires (Argentina),1991.??.??,Tal Mikhail (LAT),Cifuentes Parada Roberto (ESP),1/2-1/2,A14,52,0.0,0.09615384615384616,0.0,0.9230769230769231,0.5769230769230769,0.09615384615384616,2.769230769230769,9.51923076923077,5.673076923076923,15.256117493617493,12.73076923076923,0.0,12.73076923076923,0.19230769230769232,0.09615384615384616,10,3,1,0,0,0,0.1923,0.0577,0.0192,0.0,0.0,31.44,68.56,Positional
It (cat.11),Buenos Aires (Argentina),1991.??.??,Tal Mikhail (LAT),Larsen Bent (DEN),1/2-1/2,C88,102,0.0,0.696078431372549,0.2647058823529412,2.8823529411764706,0.7352941176470589,0.5784313725490197,2.7254901960784315,9.852941176470589,8.980392156862745,11.448789881142819,8.784313725490197,0.0,8.784313725490197,0.24509803921568626,0.1568627450980392,12,9,3,0,0,1,0.1176,0.0882,0.0294,0.0,0.0,47.13,52.87,Positional
It (cat.11),Buenos Aires (Argentina),1991.??.??,Tal Mikhail (LAT),Nogueiras Jesus (CUB),1/2-1/2,E05,41,0.0,0.12195121951219512,0.0,1.5853658536585367,0.5853658536585366,0.12195121951219512,2.5121951219512195,9.804878048780488,6.634146341463414,14.933035798889458,12.365853658536585,0.0,12.365853658536585,0.1951219512195122,0.0975609756097561,9,5,1,0,0,1,0.2195,0.122,0.0244,0.0,0.0,33.15,66.85,Positional
It (cat.11),Buenos Aires (Argentina),1991.??.??,Tal Mikhail (LAT),Panno Oscar (ARG),1-0,B48,69,0.0,0.4057971014492754,0.0,4.463768115942029,1.2753623188405796,0.4057971014492754,2.9565217391304346,10.478260869565217,8.55072463768116,13.08631026783201,10.202898550724637,0.0,10.202898550724637,0.2463768115942029,0.11594202898550725,11,9,1,0,0,0,0.1594,0.1304,0.0145,0.0,0.0,43.11,56.89,Positional
It (cat.11),Buenos Aires (Argentina),1991.??.??,Tal Mikhail (LAT),Ricardi Pablo (ARG),1/2-1/2,B22,61,0.0,0.22950819672131148,0.0,2.0655737704918034,1.180327868852459,0.22950819672131148,2.639344262295082,10.639344262295081,8.655737704918034,14.734679755581395,11.475409836065573,0.18032786885245902,11.475409836065573,0.5245901639344263,0.04918032786885246,11,5,1,0,0,0,0.1803,0.082,0.0164,0.0,0.0,35.85,64.15,Positional
Bundesliga 1990/91,Germany,1991.??.??,Tal Mikhail (LAT),Neurohr Stephan (GER),0-1,A16,96,0.0,0.75,0.125,3.3020833333333335,1.09375,0.75,2.5208333333333335,9.770833333333334,10.458333333333334,12.062676790801788,9.364583333333334,0.5,9.364583333333334,0.0,0.03125,7,7,3,0,0,0,0.0729,0.0729,0.0312,0.0,0.0,38.77,61.23,Positional
Bundesliga 1990/91,Germany,1991.??.??,Tal Mikhail (LAT),Ramos Domingo (JPN),1-0,B90,57,0.0,0.7192982456140351,0.45614035087719296,4.2105263157894735,0.9122807017543859,0.7192982456140351,2.824561403508772,10.333333333333334,10.035087719298245,13.095747235220916,9.298245614035087,0.0,9.298245614035087,0.017543859649122806,0.10526315789473684,7,8,1,0,0,1,0.1228,0.1404,0.0175,0.0,0.0,38.19,61.81,Positional
Bundesliga 1990/91,Germany,1991.??.??,Tal Mikhail (LAT),Seibold Hubert Dr (GER),1-0,B35,57,0.0,0.43859649122807015,0.0,3.1578947368421053,0.8771929824561403,0.43859649122807015,2.9298245614035086,10.456140350877194,7.4035087719298245,14.513573560941984,11.614035087719298,0.0,11.614035087719298,0.0,0.05263157894736842,6,4,1,0,0,0,0.1053,0.0702,0.0175,0.0,0.0,29.82,70.18,Positional
It (open),Leningrad (Russia),1991.??.??,Tal Mikhail (LAT),Mukhametov Eldar (RUS),1-0,A22,107,0.0,0.9345794392523364,0.822429906542056,0.3364485981308411,0.9439252336448598,0.40186915887850466,2.2990654205607477,8.532710280373832,6.542056074766355,9.446966999770737,7.11214953271028,0.0,7.11214953271028,0.24299065420560748,0.09345794392523364,14,10,5,0,0,1,0.1308,0.0935,0.0467,0.0,0.0,54.73,45.27,Aggressive
